TAXON_ORDER,CATEGORY,SPECIES_CODE,TAXON_CONCEPT_ID,English (Clements),Scientific (Clements),ORDER,FAMILY,SPECIES_GROUP,REPORT_AS,EBIRD,Scientific (AviList),English (AviList),AvibaseID,norm_com_name,taxon_order,category,species_code,bio_concept_code,primary_com_name,sci_name,order1,family,species_group,sparse_report_as,report_as,four_letter_code,extinct,extinct_year,Afrikaans,Albanian,Arabic,Armenian,Assamese,Asturleonese,Azerbaijani,Bangla (Bangladesh),Bengali (India),Bengali,Bulgarian,Catalan,Chinese - Mandarin (trad),"Chinese, Hong Kong","Chinese, Simple","Creole, Haiti",Croatian,Czech,Danish,Dutch,English (AviList)_translations,English,"English, Australia","English, Bangladesh","English, HBW","English, Hawaii","English, Hong Kong","English, IOC","English, India","English, Kenya","English, Malaysia","English, New Zealand","English, Philippines","English, South Africa","English, UAE","English, United Kingdom","English, United States",Estonian,Euskera,Faroese,Finnish,French,"French, AOS","French, Canada","French, France","French, French Guiana","French, Guadeloupe","French, Haiti",Galician,Georgian,German,Greek,Gujarati,Hebrew,Hindi,Hungarian,Icelandic,Indonesian,Italian,Japanese,Kannada,Kashmiri (India),Kazakh,Konkani,Korean,Kyrgyz,Ladakhi,Latvian,Lithuanian,Malayalam,Manipuri,Marathi,Mizo,Mongolian,Māori,Nepali (India),Nepali (Nepal),Norwegian,Odia,Persian,Polish,"Portuguese, Angola","Portuguese, Azores","Portuguese, Brazil","Portuguese, Madeira","Portuguese, Portugal","Punjabi, India",Romanian,Russian,Serbian,Slovak,Slovenian,Spanish,"Spanish, Argentina","Spanish, Chile","Spanish, Costa Rica","Spanish, Cuba","Spanish, Dominican Republic","Spanish, Ecuador","Spanish, Honduras","Spanish, Mexico","Spanish, Panama","Spanish, Paraguay","Spanish, Peru","Spanish, Puerto Rico","Spanish, Spain","Spanish, Uruguay","Spanish, Venezuela",Swedish,"Tamil, India",Telugu,Thai,Turkish,Ukrainian,Zulu,pri_com_name_indxd,authority_code,authority_ver,Scientific (AviList)_sci
65,species,darnot1,avibase-F7D16275,Darwin's Nothura,Nothura darwinii,Tinamiformes,Tinamidae (Tinamous),Tinamous,,https://ebird.org/species/darnot1,Nothura darwinii,Darwin's Nothura,avibase-F7D16275,darwin'snothura,186,species,darnot1,avibase-F7D16275,Darwin's Nothura,Nothura darwinii,Tinamiformes,Tinamidae (Tinamous),Tinamous,,darnot1,,0,,Andesstuihoender,,,,,,,,,,Дарвинова нотура,tinamú de Darwin,,,,,darwinov tinamu,tinama Darwinova,Andesvagteltinamu,Darwinnothura,Darwin's Nothura,Darwin's Nothura,,,Darwin's Nothura,,,Darwin's Nothura,,,,,,,,,Darwin's Nothura,nõlva-triiptinamu,Darwin tinamua,,darwinintinami,Tinamou de Darwin,,Tinamou de Darwin,,,,,,,Darwintinamu,,,,,,,,,ダーウィンシギダチョウ,,,,,,,,,,,,,,,,,,darwintinamu,,,kusacz Darwina,,,,,,,,Дарвинова нотура,Darvinov notura tinamu,inambu pustatinný,,Tinamú de Darwin,Inambú Pálido,,,,,,,,,,Perdiz de Darwin,,Tinamú de Darwin,,,darwintinamo,,,,Darwin Notura Tinamusu,Нотура Дарвіна,,"Nothura, Darwin's",EBIRD,2024,Nothura darwinii
71,species,sponot1,avibase-03C3DDFB,Spotted Nothura,Nothura maculosa,Tinamiformes,Tinamidae (Tinamous),Tinamous,,https://ebird.org/species/sponot1,Nothura maculosa,Spotted Nothura,avibase-03C3DDFB,spottednothura,192,species,sponot1,avibase-03C3DDFB,Spotted Nothura,Nothura maculosa,Tinamiformes,Tinamidae (Tinamous),Tinamous,,sponot1,,0,,Gevlekte Stuithoender,,,,,,,,,,Петниста нотура,tinamú tacat,,,,,pjegavokrili tinamu,tinama skvrnitá,Plettet Vagteltinamu,Gevlekte nothura,Spotted Nothura,Spotted Nothura,,,Spotted Nothura,,,Spotted Nothura,,,,,,,,,Spotted Nothura,nurm-triiptinamu,Tinamu pikarta,,viirutinami,Tinamou tacheté,,Tinamou tacheté,,,,,,,Fleckentinamu,,,,,,Flekkutínamúi,,,マダラシギダチョウ,,,,,,,,,,,,,,,,,,flekktinamu,,,kusacz kreskowany,,,codorna-amarela,,Codorna-amarela,,,Пятнистая нотура,Pegavi notura tinamu,inambu čiarkový,,Tinamú Manchado,Inambú Campestre,,,,,,,,,Perdiz chica,,,Tinamú manchado,Perdiz,,fläckig tinamo,,,,Benekli Notura Tinamusu,Нотура строкатий,,"Nothura, Spotted",EBIRD,2024,Nothura maculosa
84,species,huatin1,avibase-94AF5DC7,Huayco Tinamou,Rhynchotus maculicollis,Tinamiformes,Tinamidae (Tinamous),Tinamous,,https://ebird.org/species/huatin1,Rhynchotus maculicollis,Huayco Tinamou,avibase-94AF5DC7,huaycotinamou,159,species,huatin1,avibase-94AF5DC7,Huayco Tinamou,Rhynchotus maculicollis,Tinamiformes,Tinamidae (Tinamous),Tinamous,,huatin1,,0,,Streepkeeltinamoe,,,,,,,,,,Пъстрогушо тинаму,tinamú colltacat,,,,,,tinama skvrnitokrká,Huaycotinamu,Huaycotinamoe,Huayco Tinamou,Huayco Tinamou,,,Huayco Tinamou,,,Huayco Tinamou,,,,,,,,,Huayco Tinamou,lääne-pampatinamu,Huaiko tinamua,,laaksotinami,Tinamou huayco,,Tinamou huayco,,,,,,,Streifenhalstinamu,,,,,,,,,ニシアカバネシギダチョウ,,,,,,,,,,,,,,,,,,flekkhalstinamu,,,kusacz plamkoszyi,,,,,,,,Пестрошейный тинаму,Bujični tinamu,inambu horský,,Tinamú Huayco,Guaipo,,,,,,,,,,,,Tinamú huayco,,,huaycotinamo,,,,Boynu Benekli Tinamu,Вайпу,,"Tinamou, Huayco",EBIRD,2024,Rhynchotus maculicollis
85,species,rewtin1,avibase-C141F60A,Red-winged Tinamou,Rhynchotus rufescens,Tinamiformes,Tinamidae (Tinamous),Tinamous,,https://ebird.org/species/rewtin1,Rhynchotus rufescens,Red-winged Tinamou,avibase-C141F60A,redwingedtinamou,155,species,rewtin1,avibase-C141F60A,Red-winged Tinamou,Rhynchotus rufescens,Tinamiformes,Tinamidae (Tinamous),Tinamous,,rewtin1,,0,,Rooivlerktinamoe,,,,,,,,,,Червенокрило тинаму,tinamú ala-roig,,,,,crvenokrili tinamu,tinama inambu,Pampashøne,Pampahoen,Red-winged Tinamou,Red-winged Tinamou,,,Red-winged Tinamou,,,Red-winged Tinamou,,,,,,,,,Red-winged Tinamou,pampatinamu,Tinamu hegalgorria,,pampatinami,Tinamou isabelle,,Tinamou isabelle,,,,,,,Rotflügeltinamu,,,,,,Gresjutínamúi,,,アカバネシギダチョウ,,,,,,,,,,,,,,,,,,rødvingetinamu,,,kusacz rdzawoskrzydły,,,perdiz,,Perdiz-do-brasil,,,Краснокрылый тинаму,Crvenokrili tinamu,inambu vlnkovaný,,Tinamú Alirrojo,Colorada,,,,,,,,,Martineta,Perdiz de Ala Roja,,Tinamú alirrojo,Martineta,,rostvingad tinamo,,,,Kırmızı Kanatlı Tinamu,Інамбу рудошиїй,,"Tinamou, Red-winged",EBIRD,2024,Rhynchotus rufescens
89,species,brutin1,avibase-4C8BCEC2,Brushland Tinamou,Nothoprocta cinerascens,Tinamiformes,Tinamidae (Tinamous),Tinamous,,https://ebird.org/species/brutin1,Nothoprocta cinerascens,Brushland Tinamou,avibase-4C8BCEC2,brushlandtinamou,168,species,brutin1,avibase-4C8BCEC2,Brushland Tinamou,Nothoprocta cinerascens,Tinamiformes,Tinamidae (Tinamous),Tinamous,,brutin1,,0,,Bostinamoe,,,,,,,,,,Аржентинско тинаму,tinamú feréstec,,,,,pjegavoprsi tinamu,tinama pokřovní,Mørkvinget Tinamu,Cordobatinamoe,Brushland Tinamou,Brushland Tinamou,,,Brushland Tinamou,,,Brushland Tinamou,,,,,,,,,Brushland Tinamou,viir-mägitinamu,Landa-tinamua,,pensastinami,Tinamou sauvageon,,Tinamou sauvageon,,,,,,,Cordobatinamu,,,,,,,,,アレチシギダチョウ,,,,,,,,,,,,,,,,,,busktinamu,,,kusacz zaroślowy,,,,,,,,Пампасный тинаму,Žbunjački tinamu,inambu krovinový,,Tinamú Montaraz,Inambú Montaraz,,,,,,,,,Perdiz de monte,,,Tinamú montaraz,,,busktinamo,,,,Keklik Tinamusu,Інамбу чагарниковий,,"Tinamou, Brushland",EBIRD,2024,Nothoprocta cinerascens
92,species,andtin1,avibase-7A66539A,Andean Tinamou,Nothoprocta pentlandii,Tinamiformes,Tinamidae (Tinamous),Tinamous,,https://ebird.org/species/andtin1,Nothoprocta pentlandii,Andean Tinamou,avibase-7A66539A,andeantinamou,171,species,andtin1,avibase-7A66539A,Andean Tinamou,Nothoprocta pentlandii,Tinamiformes,Tinamidae (Tinamous),Tinamous,,andtin1,,0,,Andestinamoe,,,,,,,,,,Андско тинаму,tinamú andí,,,,,andski tinamu,tinama andská,Andestinamu,Andestinamoe,Andean Tinamou,Andean Tinamou,,,Andean Tinamou,,,Andean Tinamou,,,,,,,,,Andean Tinamou,redu-mägitinamu,Tinamu andetarra,,andientinami,Tinamou des Andes,,Tinamou des Andes,,,,,,,Andentinamu,,,,,,,,,アンデスシギダチョウ,,,,,,,,,,,,,,,,,,andestinamu,,,kusacz andyjski,,,,,,,,Андский тинаму,Andski tinamu,inambu andský,,Tinamú Andino,Inambú Silbón,Perdiz andina,,,,Tinamú Andino,,,,,Perdiz Andina,,Tinamú andino,,,andinsk tinamo,,,,And Tinamusu,Інамбу андійський,,"Tinamou, Andean",EBIRD,2024,Nothoprocta pentlandii
103,species,cubtin1,avibase-F68CA24D,Curve-billed Tinamou,Nothoprocta curvirostris,Tinamiformes,Tinamidae (Tinamous),Tinamous,,https://ebird.org/species/cubtin1,Nothoprocta curvirostris,Curve-billed Tinamou,avibase-F68CA24D,curvebilledtinamou,180,species,cubtin1,avibase-F68CA24D,Curve-billed Tinamou,Nothoprocta curvirostris,Tinamiformes,Tinamidae (Tinamous),Tinamous,,cubtin1,,0,,Krombektinamoe,,,,,,,,,,Кривоклюно тинаму,tinamú beccorbat,,,,,crvenoprsi tinamu,tinama křivozobá,Seglnæbbet Tinamu,Krombektinamoe,Curve-billed Tinamou,Curve-billed Tinamou,,,Curve-billed Tinamou,,,Curve-billed Tinamou,,,,,,,,,Curve-billed Tinamou,paramo-mägitinamu,Ordoki-tinamua,,käyränokkatinami,Tinamou curvirostre,,Tinamou curvirostre,,,,,,,Krummschnabeltinamu,,,,,,,,,ハシボソシギダチョウ,,,,,,,,,,,,,,,,,,krumnebbtinamu,,,kusacz krzywodzioby,,,,,,,,Кривоклювый тинаму,Krivokljuni tinamu,inambu krivozobý,,Tinamú del Páramo,,,,,,Tinamú Piquicurvo,,,,,Perdiz de Pico Curvo,,Tinamú del páramo,,,bågnäbbad tinamo,,,,Eğri Gagalı Tinamu,Інамбу криводзьобий,,"Tinamou, Curve-billed",EBIRD,2024,Nothoprocta curvirostris
106,species,orntin1,avibase-286A2FBA,Ornate Tinamou,Nothoprocta ornata,Tinamiformes,Tinamidae (Tinamous),Tinamous,,https://ebird.org/species/orntin1,Nothoprocta ornata,Ornate Tinamou,avibase-286A2FBA,ornatetinamou,161,species,orntin1,avibase-286A2FBA,Ornate Tinamou,Nothoprocta ornata,Tinamiformes,Tinamidae (Tinamous),Tinamous,,orntin1,,0,,Pragtinamoe,,,,,,,,,,Изящно тинаму,tinamú ornat,,,,,šarenokrili tinamu,tinama zdobená,Bjergtinamu,Pisaccatinamoe,Ornate Tinamou,Ornate Tinamou,,,Ornate Tinamou,,,Ornate Tinamou,,,,,,,,,Ornate Tinamou,põld-mägitinamu,Pisaka tinamua,,pyytinami,Tinamou orné,,Tinamou orné,,,,,,,Pisaccatinamu,,,,,,,,,ゴマダラシギダチョウ,,,,,,,,,,,,,,,,,,fjelltinamu,,,kusacz ozdobny,,,,,,,,Украшенный тинаму,Ukrašeni tinamu,inambu ozdobný,,Tinamú Pisacca,Inambú Serrano,Perdiz cordillerana,,,,,,Tinamú Montañes,,,Perdiz Cordillerana,,Tinamú pisacca,,,tofstinamo,,,,Çil Tinamusu,Інамбу рудогрудий,,"Tinamou, Ornate",EBIRD,2024,Nothoprocta ornata
110,species,tactin1,avibase-368EC295,Taczanowski's Tinamou,Nothoprocta taczanowskii,Tinamiformes,Tinamidae (Tinamous),Tinamous,,https://ebird.org/species/tactin1,Nothoprocta taczanowskii,Taczanowski's Tinamou,avibase-368EC295,taczanowski'stinamou,160,species,tactin1,avibase-368EC295,Taczanowski's Tinamou,Nothoprocta taczanowskii,Tinamiformes,Tinamidae (Tinamous),Tinamous,,tactin1,,0,,Perutinamoe,,,,,,,,,,Дългоклюно тинаму,tinamú de Taczanowski,,,,,krivokljuni tinamu,tinama Taczanowského,Stor Bjergtinamu,Taczanowskitinamoe,Taczanowski's Tinamou,Taczanowski's Tinamou,,,Taczanowski's Tinamou,,,Taczanowski's Tinamou,,,,,,,,,Taczanowski's Tinamou,peruu mägitinamu,Taczanowski tinamua,,peruntinami,Tinamou de Taczanowski,,Tinamou de Taczanowski,,,,,,,Taczanowskitinamu,,,,,,,,,ハシナガシギダチョウ,,,,,,,,,,,,,,,,,,perutinamu,,,kusacz Taczanowskiego,,,,,,,,Хунинский тинаму,Tačanovskijev tinamu,inambu pasienkový,,Tinamú de Taczanowski,,,,,,,,,,,Perdiz de Taczanowski,,Tinamú de Taczanowski,,,Taczanowskis tinamo,,,,Taczanowski Tinamusu,Інамбу перуанський,,"Tinamou, Taczanowski's",EBIRD,2024,Nothoprocta taczanowskii
111,species,chitin1,avibase-F900EE88,Chilean Tinamou,Nothoprocta perdicaria,Tinamiformes,Tinamidae (Tinamous),Tinamous,,https://ebird.org/species/chitin1,Nothoprocta perdicaria,Chilean Tinamou,avibase-F900EE88,chileantinamou,165,species,chitin1,avibase-F900EE88,Chilean Tinamou,Nothoprocta perdicaria,Tinamiformes,Tinamidae (Tinamous),Tinamous,,chitin1,,0,,Chiletinamoe,,,,,,,,,,Чилийско тинаму,tinamú de Xile,,,,,čilski tinamu,tinama koroptví,Chiletinamu,Chileense tinamoe,Chilean Tinamou,Chilean Tinamou,,,Chilean Tinamou,,,Chilean Tinamou,,,,,,,,,Chilean Tinamou,tšiili mägitinamu,Tinamu txiletarra,,chilentinami,Tinamou perdrix,,Tinamou perdrix,,,,,,,Chiletinamu,,,,,,,,,チリーシギダチョウ,,,,,,,,,,,,,,,,,,chiletinamu,,,kusacz chilijski,,,,,,,,Чилийский тинаму,Čileanski tinamu,inambu poľný,,Tinamú Chileno,Inambú Chileno,Perdiz chilena,,,,,,,,,,,Tinamú chileno,,,chiletinamo,,,,Şili Tinamusu,Інамбу чилійський,,"Tinamou, Chilean",EBIRD,2024,Nothoprocta perdicaria
115,species,tabtin1,avibase-5FB99321,Tawny-breasted Tinamou,Nothocercus julius,Tinamiformes,Tinamidae (Tinamous),Tinamous,,https://ebird.org/species/tabtin1,Nothocercus julius,Tawny-breasted Tinamou,avibase-5FB99321,tawnybreastedtinamou,41,species,tabtin1,avibase-5FB99321,Tawny-breasted Tinamou,Nothocercus julius,Tinamiformes,Tinamidae (Tinamous),Tinamous,,tabtin1,,0,,Rooikoptinamoe,,,,,,,,,,Жълтогърдо тинаму,tinamú cap-roig,,,,,bjelogrli tinamu,tinama bronzovoprsá,Rødhovedet Tinamu,Roodkoptinamoe,Tawny-breasted Tinamou,Tawny-breasted Tinamou,,,Tawny-breasted Tinamou,,,Tawny-breasted Tinamou,,,,,,,,,Tawny-breasted Tinamou,välutinamu,Tinamu burugorria,,keltarintatinami,Tinamou à tête rousse,,Tinamou à tête rousse,,,,,,,Gelbbrusttinamu,,,,,,,,,チャバラシギダチョウ,,,,,,,,,,,,,,,,,,brunbrysttinamu,,,kusacz rdzawogłowy,,,,,,,,Желтогрудый трёхпалый тинаму,Žutogrudi tinamu,tinama pralesná,,Tinamú Cabecirrojo,,,,,,Tinamú Pechileonado,,,,,Perdiz de Pecho Leonado,,Tinamú cabecirrojo,,Chócora de Tamá,brunbröstad tinamo,,,,Kızılca Tinamu,Тинаму жовтогрудий,,"Tinamou, Tawny-breasted",EBIRD,2024,Nothocercus julius
116,species,hootin1,avibase-68E763AE,Hooded Tinamou,Nothocercus nigrocapillus,Tinamiformes,Tinamidae (Tinamous),Tinamous,,https://ebird.org/species/hootin1,Nothocercus nigrocapillus,Hooded Tinamou,avibase-68E763AE,hoodedtinamou,49,species,hootin1,avibase-68E763AE,Hooded Tinamou,Nothocercus nigrocapillus,Tinamiformes,Tinamidae (Tinamous),Tinamous,,hootin1,,0,,Swartkoptinamoe,,,,,,,,,,Сивоглаво тинаму,tinamú encaputxat,,,,,crnoglavi tinamu,tinama tmavohlavá,Hættetinamu,Zwartkaptinamoe,Hooded Tinamou,Hooded Tinamou,,,Hooded Tinamou,,,Hooded Tinamou,,,,,,,,,Hooded Tinamou,karbustinamu,Tinamu burubeltza,,hupputinami,Tinamou à capuchon,,Tinamou à capuchon,,,,,,,Kapuzentinamu,,,,,,,,,コモンシギダチョウ,,,,,,,,,,,,,,,,,,blyhettetinamu,,,kusacz ciemnogłowy,,,,,,,,Капюшоновый трёхпалый тинаму,Sivoglavi tinamu,tinama kapucňová,,Tinamú Cabecinegro,,,,,,,,,,,Perdiz de Cabeza Negra,,Tinamú cabecinegro,,,kamtinamo,,,,Takkeli Tinamu,Тинаму чорноголовий,,"Tinamou, Hooded",EBIRD,2024,Nothocercus nigrocapillus
119,species,higtin1,avibase-66C31E09,Highland Tinamou,Nothocercus bonapartei,Tinamiformes,Tinamidae (Tinamous),Tinamous,,https://ebird.org/species/higtin1,Nothocercus bonapartei,Highland Tinamou,avibase-66C31E09,highlandtinamou,42,species,higtin1,avibase-66C31E09,Highland Tinamou,Nothocercus bonapartei,Tinamiformes,Tinamidae (Tinamous),Tinamous,,higtin1,HITI,0,,Bergtinamoe,,,,,,,,,,Планинско тинаму,tinamú de Bonaparte,,,,,bonaparteov tinamu,tinama horská,Bjergskovstinamu,Bergtinamoe,Highland Tinamou,Highland Tinamou,,,Highland Tinamou,,,Highland Tinamou,,,,,,,,,Highland Tinamou,bambusetinamu,Mendi-tinamua,,vuoritinami,Tinamou de Bonaparte,,Tinamou de Bonaparte,,,,,,,Bergtinamu,,,,,,,,,タカネシギダチョウ,,,,,,,,,,,,,,,,,,bambustinamu,,,kusacz górski,,,,,,,,Горный трёхпалый тинаму,Planinski tinamu,tinama horská,,Tinamú Serrano,,,Tinamú Serrano,,,Tinamú Serrano,,,Tinamú Serrano,,Perdiz Montesa,,Tinamú serrano,,Gallina Cuero,höglandstinamo,,,,Bonaparte Tinamusu,Тинаму бурий,,"Tinamou, Highland",EBIRD,2024,Nothocercus bonapartei
126,species,gretin1,avibase-42D72AE1,Great Tinamou,Tinamus major,Tinamiformes,Tinamidae (Tinamous),Tinamous,,https://ebird.org/species/gretin1,Tinamus major,Great Tinamou,avibase-42D72AE1,greattinamou,61,species,gretin1,avibase-42D72AE1,Great Tinamou,Tinamus major,Tinamiformes,Tinamidae (Tinamous),Tinamous,,gretin1,GRTI,0,,Groottinamoe,,,,,,,,,,Голямо тинаму,tinamú olivaci,,,,,maslinasti tinamu,tinama větší,Stor Tinamu,Grote tinamoe,Great Tinamou,Great Tinamou,,,Great Tinamou,,,Great Tinamou,,,,,,,,,Great Tinamou,suurtinamu,Tinamu handia,,isotinami,Grand Tinamou,,Grand Tinamou,,,,,,,Großtinamu,,,,,,,,,オオシギダチョウ,,,,,,,,,,,,,,,,,,stortinamu,,,kusacz duży,,,inhambu-serra,,Inhambu-de-cabeça-vermelha,,,Большой тинаму,Veliki tinamu,tinama veľká,,Tinamú Oliváceo,,,Tinamú Grande,,,Tinamú Grande,Gongolona Mayor,Tinamú Mayor,Tinamú Grande,,Perdiz Grande,,Tinamú oliváceo,,Gallina de Monte,större tinamo,,,,Büyük Tinamu,Тинаму великий,,"Tinamou, Great",EBIRD,2024,Tinamus major
139,species,soltin1,avibase-67E5E0FA,Solitary Tinamou,Tinamus solitarius,Tinamiformes,Tinamidae (Tinamous),Tinamous,,https://ebird.org/species/soltin1,Tinamus solitarius,Solitary Tinamou,avibase-67E5E0FA,solitarytinamou,57,species,soltin1,avibase-67E5E0FA,Solitary Tinamou,Tinamus solitarius,Tinamiformes,Tinamidae (Tinamous),Tinamous,,soltin1,,0,,Kluisenaarstinamoe,,,,,,,,,,Сивокръсто тинаму,tinamú solitari,,,,,paragvajski tinamu,tinama samotářská,Olivengrå Tinamu,Kluizenaarstinamoe,Solitary Tinamou,Solitary Tinamou,,,Solitary Tinamou,,,Solitary Tinamou,,,,,,,,,Solitary Tinamou,eraktinamu,Tinamu bakartia,,erakkotinami,Tinamou solitaire,,Tinamou solitaire,,,,,,,Zimttinamu,,,,,,,,,オバシギダチョウ,,,,,,,,,,,,,,,,,,eremittinamu,,,kusacz samotny,,,macuco,,Macuco,,,Тинаму-отшельник,Skriveni tinamu,tinama samotárska,,Tinamú Macuco,Macuco,,,,,,,,,Macuco,,,Tinamú macuco,,,solitärtinamo,,,,Yalnız Tinamu,Тинаму-самітник,,"Tinamou, Solitary",EBIRD,2024,Tinamus solitarius
140,species,grytin1,avibase-346D16D5,Gray Tinamou,Tinamus tao,Tinamiformes,Tinamidae (Tinamous),Tinamous,,https://ebird.org/species/grytin1,Tinamus tao,Grey Tinamou,avibase-346D16D5,greytinamou,52,species,grytin1,avibase-346D16D5,Gray Tinamou,Tinamus tao,Tinamiformes,Tinamidae (Tinamous),Tinamous,,grytin1,,0,,Grystinamoe,,,,,,,,,,Голямо сиво тинаму,tinamú tao,,,,,sivi tinamu,tinama tao,Grå Tinamu,Grijze tinamoe,Gray Tinamou,Grey Tinamou,,,Grey Tinamou,,,Grey Tinamou,,,,,,,,,Gray Tinamou,halltinamu,Tinamu grisa,,harmaatinami,Tinamou tao,,Tinamou tao,,,,,,,Taotinamu,,,,,,,,,ハイイロシギダチョウ,,,,,,,,,,,,,,,,,,taotinamu,,,kusacz szary,,,azulona,,Azulona,,,Тао,Sivi tinamu,tinama sivá,,Tinamú Tao,,,,,,Tinamú Gris,,,,,Perdiz Gris,,Tinamú tao,,Gallina Azul,grå tinamo,,,,Gri Tinamu,Тао,,"Tinamou, Gray",EBIRD,2024,Tinamus tao
145,species,whttin1,avibase-0480B7C9,White-throated Tinamou,Tinamus guttatus,Tinamiformes,Tinamidae (Tinamous),Tinamous,,https://ebird.org/species/whttin1,Tinamus guttatus,White-throated Tinamou,avibase-0480B7C9,whitethroatedtinamou,74,species,whttin1,avibase-0480B7C9,White-throated Tinamou,Tinamus guttatus,Tinamiformes,Tinamidae (Tinamous),Tinamous,,whttin1,,0,,Witkeeltinamoe,,,,,,,,,,Белогърло тинаму,tinamú gorjablanc,,,,,pjegavi tinamu,tinama tečkovaná,Gråisset Tinamu,Witkeeltinamoe,White-throated Tinamou,White-throated Tinamou,,,White-throated Tinamou,,,White-throated Tinamou,,,,,,,,,White-throated Tinamou,helmestinamu,Tinamu eztarrizuria,,helmitinami,Tinamou à gorge blanche,,Tinamou à gorge blanche,,,,,,,Weißkehltinamu,,,,,,,,,ノドジロシギダチョウ,,,,,,,,,,,,,,,,,,perletinamu,,,kusacz kropkowany,,,inhambu-galinha,,Inhambu-galinha,,,Белогорлый тинаму,Belogrli tinamu,tinama bielohrdlá,,Tinamú Moteado,,,,,,Tinamú Goliblanco,,,,,Perdiz de Garganta Blanca,,Tinamú moteado,,Gallineta Chica,vitstrupig tinamo,,,,Benekli Tinamu,Тинаму білогорлий,,"Tinamou, White-throated",EBIRD,2024,Tinamus guttatus
146,species,blatin1,avibase-63C5F122,Black Tinamou,Tinamus osgoodi,Tinamiformes,Tinamidae (Tinamous),Tinamous,,https://ebird.org/species/blatin1,Tinamus osgoodi,Black Tinamou,avibase-63C5F122,blacktinamou,58,species,blatin1,avibase-63C5F122,Black Tinamou,Tinamus osgoodi,Tinamiformes,Tinamidae (Tinamous),Tinamous,,blatin1,,0,,Swarttinamoe,,,,,,,,,,Голямо черно тинаму,tinamú negre,,,,,crni tinamu,tinama černá,Gråsort Tinamu,Zwarte tinamoe,Black Tinamou,Black Tinamou,,,Black Tinamou,,,Black Tinamou,,,,,,,,,Black Tinamou,musttinamu,Tinamu beltza,,mustatinami,Tinamou noir,,Tinamou noir,,,,,,,Schwarztinamu,,,,,,,,,クロシギダチョウ,,,,,,,,,,,,,,,,,,svarttinamu,,,kusacz czarny,,,,,,,,Чёрный тинаму,Crni tinamu,tinama čierna,,Tinamú Negro,,,,,,Tinamú Negro,,,,,Perdiz Negra,,Tinamú negro,,,svart tinamo,,,,Kara Tinamu,Тинаму чорний,,"Tinamou, Black",EBIRD,2024,Tinamus osgoodi
150,species,bertin1,avibase-9B036853,Berlepsch's Tinamou,Crypturellus berlepschi,Tinamiformes,Tinamidae (Tinamous),Tinamous,,https://ebird.org/species/bertin1,Crypturellus berlepschi,Berlepsch's Tinamou,avibase-9B036853,berlepsch'stinamou,77,species,bertin1,avibase-9B036853,Berlepsch's Tinamou,Crypturellus berlepschi,Tinamiformes,Tinamidae (Tinamous),Tinamous,,bertin1,,0,,Roettinamoe,,,,,,,,,,Малко черно тинаму,tinamú de Berlepsch,,,,,ekvadorski tinamu,tinama Berlepschova,Sorttinamu,Berlepschtinamoe,Berlepsch's Tinamou,Berlepsch's Tinamou,,,Berlepsch's Tinamou,,,Berlepsch's Tinamou,,,,,,,,,Berlepsch's Tinamou,nõgi-metstinamu,Berlepsch tinamua,,nokitinami,Tinamou de Berlepsch,,Tinamou de Berlepsch,,,,,,,Berlepschtinamu,,,,,,,,,ススグロシギダチョウ,,,,,,,,,,,,,,,,,,sottinamu,,,kusacz brunatny,,,,,,,,Колумбийский скрытохвост,Berlepšov tinamu,tinama sadzová,,Tinamú Tizón,,,,,,Tinamú de Berlepsch,,,,,,,Tinamú tizón,,,sottinamo,,,,Küçük Kara Tinamu,Татаупа чорний,,"Tinamou, Berlepsch's",EBIRD,2024,Crypturellus berlepschi
151,species,cintin1,avibase-7C90F8DB,Cinereous Tinamou,Crypturellus cinereus,Tinamiformes,Tinamidae (Tinamous),Tinamous,,https://ebird.org/species/cintin1,Crypturellus cinereus,Cinereous Tinamou,avibase-7C90F8DB,cinereoustinamou,76,species,cintin1,avibase-7C90F8DB,Cinereous Tinamou,Crypturellus cinereus,Tinamiformes,Tinamidae (Tinamous),Tinamous,,cintin1,,0,,Kaneeltinamoe,,,,,,,,,,Малко сиво тинаму,tinamú cendrós,,,,,pepeljasti tinamu,tinama podrostní,Asketinamu,Grauwe tinamoe,Cinereous Tinamou,Cinereous Tinamou,,,Cinereous Tinamou,,,Cinereous Tinamou,,,,,,,,,Cinereous Tinamou,tõmmu-metstinamu,Tinamu hauskara,,punapäätinami,Tinamou cendré,,Tinamou cendré,,,,,,,Grautinamu,,,,,,,,,ムジシギダチョウ,,,,,,,,,,,,,,,,,,gråtinamu,,,kusacz popielaty,,,inhambu-pixuna,,Inhambu-preto,,,Серый скрытохвост,Pepeljasti tinamu,tinama popolavá,,Tinamú Sombrío,,,,,,Tinamú Cinéreo,,,,,Perdiz Cinérea,,Tinamú sombrío,,Poncha,askgrå tinamo,,,,Karaca Tinamu,Татаупа сірий,,"Tinamou, Cinereous",EBIRD,2024,Crypturellus cinereus
