Scientific (Clements),MNEMONIC
Pericrocotus divaricatus,nan
Pericrocotus cantonensis,nan
Pericrocotus roseus,nan
Ceblepyris cucullatus,nan
Ceblepyris cinereus,nan
Ceblepyris graueri,nan
Ceblepyris caesius,nan
Ceblepyris pectoralis,nan
Coracina caeruleogrisea,nan
Coracina longicauda,nan
Coracina bicolor,nan
Coracina temminckii,nan
Coracina maxima,nan
Coracina lineata,nan
Coracina boyeri,nan
Coracina novaehollandiae,nan
Coracina welchmani,nan
Coracina papuensis,nan
Coracina atriceps,nan
Coracina caledonica,nan
Coracina macei,nan
Coracina javensis,nan
Coracina larutensis,nan
Coracina striata,nan
Coracina mindorensis,nan
Coracina panayensis,nan
Coracina kochii,nan
Coracina guillemardi,nan
Coracina dobsoni,nan
Coracina larvata,nan
Coracina personata,nan
Coracina parvula,nan
Coracina fortis,nan
Coracina leucopygia,nan
Coracina schistacea,nan
Lobotos lobatus,nan
Lobotos oriolinus,nan
Campephaga flava,nan
Campephaga petiti,nan
Campephaga phoenicea,nan
Campephaga quiscalina,nan
Campochaera sloetii,nan
Malindangia mcgregori,nan
Lalage maculosa,nan
Lalage sharpei,nan
Lalage leucopyga,nan
Lalage sueurii,nan
Lalage tricolor,nan
Lalage atrovirens,nan
Lalage leucoptera,nan
Lalage moesta,nan
Lalage leucomela,nan
Lalage conjuncta,nan
Lalage melanoleuca,nan
Lalage leucopygialis,nan
Lalage nigra,nan
Lalage aurea,nan
Lalage newtoni,nan
Lalage typica,nan
Lalage melaschistos,nan
Lalage melanoptera,nan
Lalage fimbriata,nan
Lalage polioptera,nan
Celebesica abbotti,nan
Cyanograucalus azureus,nan
Edolisoma anale,nan
Edolisoma coerulescens,nan
Edolisoma ostentum,nan
Edolisoma montanum,nan
Edolisoma dohertyi,nan
Edolisoma dispar,nan
Edolisoma timoriense,nan
Edolisoma ceramense,nan
Edolisoma insperatum,nan
Edolisoma mindanense,nan
Edolisoma schisticeps,nan
Edolisoma melas,nan
Edolisoma holopolium,nan
Edolisoma tricolor,nan
Edolisoma salomonis,nan
Edolisoma admiralitatis,nan
Edolisoma salvadorii,nan
Edolisoma monacha,nan
Edolisoma nesiotis,nan
Edolisoma erythropygium,nan
Edolisoma morio,nan
Edolisoma meyerii,nan
Edolisoma pelingi,nan
Edolisoma obiense,nan
Edolisoma sula,nan
Edolisoma grayi,nan
Edolisoma incertum,nan
Edolisoma remotum,nan
Edolisoma rostratum,nan
Edolisoma amboinense,nan
Edolisoma tenuirostre,nan
Mohoua albicilla,nan
Mohoua ochrocephala,nan
Mohoua novaeseelandiae,nan
Daphoenositta miranda,nan
Daphoenositta papuensis,nan
Daphoenositta chrysoptera,nan
Androphobus viridis,nan
Psophodes olivaceus,nan
Psophodes nigrogularis,nan
Psophodes occidentalis,nan
Psophodes cristatus,nan
Eulacestoma nigropectus,nan
Oreoica gutturalis,nan
Aleadryas rufinucha,nan
Ornorectes cristatus,nan
Falcunculus frontatus,nan
Falcunculus leucogaster,nan
Falcunculus whitei,nan
Oreocharis arfaki,nan
Paramythia olivacea,nan
Paramythia montium,nan
Pteruthius rufiventer,nan
Pteruthius flaviscapis,nan
Pteruthius aeralatus,nan
Pteruthius xanthochlorus,nan
Pteruthius melanotis,nan
Pteruthius aenobarbus,nan
Pteruthius intermedius,nan
Erpornis zantholeuca,nan
Cyclarhis gujanensis,nan
Cyclarhis nigrirostris,nan
Hylophilus amaurocephalus,nan
Hylophilus poicilotis,nan
Hylophilus olivaceus,nan
Hylophilus pectoralis,nan
Hylophilus flavipes,nan
Hylophilus semicinereus,nan
Hylophilus brunneiceps,nan
Hylophilus thoracicus,nan
Vireolanius melitophrys,nan
Vireolanius pulchellus,nan
Vireolanius eximius,nan
Vireolanius leucotis,nan
Tunchiornis ochraceiceps,nan
Tunchiornis ferrugineifrons,nan
Tunchiornis luteifrons,nan
Tunchiornis rubrifrons,nan
Pachysylvia decurtata,nan
Pachysylvia hypoxantha,nan
Pachysylvia muscicapina,nan
Pachysylvia aurantiifrons,nan
Pachysylvia semibrunnea,nan
Vireo hypochryseus,nan
Vireo osburni,nan
Vireo brevipennis,nan
Vireo atricapilla,nan
Vireo nelsoni,nan
Vireo griseus,chick; per-wee-tee-o; chick or chick-per-wee-o<br/>Quick give me a rain check<br/>Spit and see if I care; spit!
Vireo crassirostris,nan
Vireo pallens,nan
Vireo bairdi,nan
Vireo caribaeus,nan
Vireo modestus,nan
Vireo gundlachii,nan
Vireo latimeri,nan
Vireo nanus,nan
Vireo bellii,nan
Vireo vicinior,nan
Vireo huttoni,nan
Vireo flavifrons,three-Ay; three-Ay
Vireo carmioli,nan
Vireo masteri,nan
Vireo cassinii,nan
Vireo solitarius,nan
Vireo plumbeus,nan
Vireo sclateri,nan
Vireo philadelphicus,nan
Vireo gilvus,nan
Vireo swainsoni,nan
Vireo leucophrys,nan
Vireo olivaceus,where are you? and here I am
Vireo chivi,nan
Vireo gracilirostris,nan
Vireo flavoviridis,nan
Vireo altiloquus,Tim Kelly or Whip Tim Kelly
Vireo magister,nan
Pseudorectes ferrugineus,nan
Pseudorectes incertus,nan
Colluricincla woodwardi,nan
Colluricincla boweri,nan
Colluricincla harmonica,nan
Colluricincla tenebrosa,nan
Colluricincla megarhyncha,nan
Melanorectes nigrescens,nan
Coracornis sanghirensis,nan
Coracornis raveni,nan
Pachycephala olivacea,nan
Pachycephala rufogularis,nan
Pachycephala inornata,nan
Pachycephala nudigula,nan
Pachycephala orpheus,nan
Pachycephala schlegelii,nan
Pachycephala chlorura,nan
Pachycephala meyeri,nan
Pachycephala soror,nan
Pachycephala vitiensis,nan
Pachycephala graeffii,nan
Pachycephala flavifrons,nan
Pachycephala jacquinoti,nan
Pachycephala caledonica,nan
Pachycephala implicata,nan
Pachycephala richardsi,nan
Pachycephala citreogaster,nan
Pachycephala collaris,nan
Pachycephala ornata,nan
Pachycephala utupuae,nan
Pachycephala vanikorensis,nan
Pachycephala orioloides,nan
Pachycephala feminina,nan
Pachycephala calliope,nan
Pachycephala teysmanni,nan
Pachycephala macrorhyncha,nan
Pachycephala sharpei,nan
Pachycephala mentalis,nan
Pachycephala balim,nan
Pachycephala pectoralis,nan
Pachycephala melanura,nan
Pachycephala tenebrosa,nan
Pachycephala modesta,nan
Pachycephala lorentzi,nan
Pachycephala aurea,nan
Pachycephala philippinensis,nan
Pachycephala hypoxantha,nan
Pachycephala sulfuriventer,nan
Pachycephala cinerea,nan
Pachycephala albiventris,nan
Pachycephala homeyeri,nan
Pachycephala phaionota,nan
Pachycephala melanorhyncha,nan
Pachycephala hyperythra,nan
Pachycephala simplex,nan
Pachycephala arctitorquis,nan
Pachycephala griseonota,nan
Pachycephala leucogastra,nan
Pachycephala monacha,nan
Pachycephala rufiventris,nan
Pachycephala lanioides,nan
Pitohui dichrous,nan
Pitohui cerviniventris,nan
Pitohui kirhocephalus,nan
Pitohui uropygialis,nan
Oriolus melanotis,nan
Oriolus finschi,nan
Oriolus bouroensis,nan
Oriolus decipiens,nan
Oriolus forsteni,nan
Oriolus phaeochromus,nan
Oriolus szalayi,nan
Oriolus sagittatus,nan
Oriolus flavocinctus,nan
Oriolus xanthonotus,nan
Oriolus consobrinus,nan
Oriolus albiloris,nan
Oriolus steerii,nan
Oriolus isabellae,nan
Oriolus oriolus,nan
Oriolus kundoo,nan
Oriolus auratus,nan
Oriolus chinensis,nan
Oriolus tenuirostris,nan
Oriolus chlorocephalus,nan
Oriolus crassirostris,nan
Oriolus brachyrynchus,nan
Oriolus monacha,nan
Oriolus larvatus,nan
Oriolus percivali,nan
Oriolus nigripennis,nan
Oriolus xanthornus,nan
Oriolus hosii,nan
Oriolus consanguineus,nan
Oriolus cruentus,nan
Oriolus traillii,nan
Oriolus mellianus,nan
Sphecotheres hypoleucus,nan
Sphecotheres viridis,nan
Sphecotheres vieilloti,nan
Turnagra tanagra,nan
Turnagra capensis,nan
Machaerirhynchus nigripectus,nan
Machaerirhynchus flaviventer,nan
Artamus fuscus,nan
Artamus mentalis,nan
Artamus monachus,nan
Artamus maximus,nan
Artamus leucorynchus,nan
Artamus insignis,nan
Artamus personatus,nan
Artamus superciliosus,nan
Artamus cinereus,nan
Artamus cyanopterus,nan
Artamus minor,nan
Peltops montanus,nan
Peltops blainvillii,nan
Cracticus mentalis,nan
Cracticus torquatus,nan
Cracticus argenteus,nan
Cracticus cassicus,nan
Cracticus louisiadensis,nan
Cracticus nigrogularis,nan
Melloria quoyi,nan
Gymnorhina tibicen,nan
Strepera graculina,nan
Strepera fuliginosa,nan
Strepera versicolor,nan
Rhagologus leucostigma,nan
Lanioturdus torquatus,nan
Dyaphorophyia castanea,nan
Dyaphorophyia hormophora,nan
Dyaphorophyia tonsa,nan
Platysteira cyanea,nan
Platysteira albifrons,nan
Platysteira peltata,nan
Platysteira laticincta,nan
Platysteira blissetti,nan
Platysteira chalybea,nan
Platysteira jamesoni,nan
Platysteira concreta,nan
Batis margaritae,nan
Batis mixta,nan
Batis crypta,nan
Batis diops,nan
Batis capensis,nan
Batis dimorpha,nan
Batis fratrum,nan
Batis molitor,nan
Batis soror,nan
Batis pririt,nan
Batis senegalensis,nan
Batis orientalis,nan
Batis erlangeri,nan
Batis minor,nan
Batis perkeo,nan
Batis minima,nan
Batis ituriensis,nan
Batis poensis,nan
Batis occulta,nan
Batis minulla,nan
Prionops plumatus,nan
Prionops poliolophus,nan
Prionops alberti,nan
Prionops caniceps,nan
Prionops rufiventris,nan
Prionops retzii,nan
Prionops gabela,nan
Prionops scopifrons,nan
Megabyas flammulatus,nan
Bias musicus,nan
Tephrodornis sylvicola,nan
Tephrodornis virgatus,nan
Tephrodornis pondicerianus,nan
Tephrodornis affinis,nan
Hemipus picatus,nan
Hemipus hirundinaceus,nan
Philentoma pyrhoptera,nan
Philentoma velata,nan
Newtonia archboldi,nan
Newtonia brunneicauda,nan
Newtonia amphichroa,nan
Newtonia fanovanae,nan
Tylas eduardi,nan
Calicalicus madagascariensis,nan
Calicalicus rufocarpalis,nan
Hypositta corallirostris,nan
Leptopterus chabert,nan
Mystacornis crossleyi,nan
Cyanolanius comorensis,nan
Cyanolanius madagascarinus,nan
Vanga curvirostris,nan
Pseudobias wardi,nan
Schetba rufa,nan
Euryceros prevostii,nan
Oriolia bernieri,nan
Falculea palliata,nan
Artamella viridis,nan
Xenopirostris polleni,nan
Xenopirostris xenopirostris,nan
Xenopirostris damii,nan
Pityriasis gymnocephala,nan
Aegithina tiphia,nan
Aegithina nigrolutea,nan
Aegithina viridissima,nan
Aegithina lafresnayei,nan
Nilaus afer,nan
Dryoscopus gambensis,nan
Dryoscopus pringlii,nan
Dryoscopus cubla,nan
Dryoscopus senegalensis,nan
Dryoscopus angolensis,nan
Dryoscopus sabini,nan
Bocagia minuta,nan
Tchagra senegalus,nan
Tchagra australis,nan
Tchagra jamesi,nan
Tchagra tchagra,nan
Laniarius ruficeps,nan
Laniarius nigerrimus,nan
Laniarius luehderi,nan
Laniarius brauni,nan
Laniarius amboimensis,nan
Laniarius turatii,nan
Laniarius aethiopicus,nan
Laniarius major,nan
Laniarius sublacteus,nan
Laniarius bicolor,nan
Laniarius ferrugineus,nan
Laniarius barbarus,nan
Laniarius erythrogaster,nan
Laniarius atrococcineus,nan
Laniarius mufumbiri,nan
Laniarius atroflavus,nan
Laniarius funebris,nan
Laniarius leucorhynchus,nan
Laniarius willardi,nan
Laniarius poensis,nan
Laniarius holomelas,nan
Laniarius fuelleborni,nan
Rhodophoneus cruentus,nan
Telophorus zeylonus,nan
Telophorus viridis,nan
Telophorus dohertyi,nan
Chlorophoneus bocagei,nan
Chlorophoneus sulfureopectus,nan
Chlorophoneus olivaceus,nan
Chlorophoneus multicolor,nan
Chlorophoneus nigrifrons,nan
Chlorophoneus kupeensis,nan
Malaconotus cruentus,nan
Malaconotus lagdeni,nan
Malaconotus gladiator,nan
Malaconotus blanchoti,nan
Malaconotus monteiri,nan
Malaconotus alius,nan
Chaetorhynchus papuensis,nan
Eutrichomyias rowleyi,nan
Lamprolia victoriae,nan
Lamprolia klinesmithi,nan
Rhipidura atra,nan
Rhipidura nigrocinnamomea,nan
Rhipidura superciliaris,nan
Rhipidura samarensis,nan
Rhipidura sauli,nan
Rhipidura albiventris,nan
Rhipidura cyaniceps,nan
Rhipidura perlata,nan
Rhipidura fuscorufa,nan
Rhipidura cockerelli,nan
Rhipidura coultasi,nan
Rhipidura rufiventris,nan
Rhipidura diluta,nan
Rhipidura threnothorax,nan
Rhipidura maculipectus,nan
Rhipidura leucothorax,nan
Rhipidura leucophrys,nan
Rhipidura javanica,nan
Rhipidura nigritorquis,nan
Rhipidura albicollis,nan
Rhipidura albogularis,nan
Rhipidura phoenicura,nan
Rhipidura euryura,nan
Rhipidura aureola,nan
Rhipidura rufidorsa,nan
Rhipidura brachyrhyncha,nan
Rhipidura dahli,nan
Rhipidura matthiae,nan
Rhipidura malaitae,nan
Rhipidura teysmanni,nan
Rhipidura habibiei,nan
Rhipidura sulaensis,nan
Rhipidura superflua,nan
Rhipidura dedemi,nan
Rhipidura opistherythra,nan
Rhipidura lepida,nan
Rhipidura semirubra,nan
Rhipidura semicollaris,nan
Rhipidura dryas,nan
Rhipidura torrida,nan
Rhipidura rufifrons,nan
Rhipidura louisiadensis,nan
Rhipidura melanolaema,nan
Rhipidura versicolor,nan
Rhipidura rufofronta,nan
Rhipidura kubaryi,nan
Rhipidura albolimbata,nan
Rhipidura hyperythra,nan
Rhipidura drownei,nan
Rhipidura ocularis,nan
Rhipidura spilodera,nan
Rhipidura layardi,nan
Rhipidura verreauxi,nan
Rhipidura tenebrosa,nan
Rhipidura rennelliana,nan
Rhipidura personata,nan
Rhipidura nebulosa,nan
Rhipidura albiscapa,nan
Rhipidura phasiana,nan
Rhipidura fuliginosa,nan
Dicrurus sharpei,nan
Dicrurus ludwigii,nan
Dicrurus atripennis,nan
Dicrurus adsimilis,nan
Dicrurus modestus,nan
Dicrurus aldabranus,nan
Dicrurus fuscipennis,nan
Dicrurus forficatus,nan
Dicrurus waldenii,nan
Dicrurus macrocercus,nan
Dicrurus leucophaeus,nan
Dicrurus caerulescens,nan
Dicrurus annectens,nan
Dicrurus aeneus,nan
Dicrurus remifer,nan
Dicrurus hottentottus,nan
Dicrurus striatus,nan
Dicrurus palawanensis,nan
Dicrurus balicassius,nan
Dicrurus montanus,nan
Dicrurus sumatranus,nan
Dicrurus densus,nan
Dicrurus megarhynchus,nan
Dicrurus bracteatus,nan
Dicrurus menagei,nan
Dicrurus andamanensis,nan
Dicrurus paradiseus,nan
Dicrurus lophorinus,nan
Lycocorax pyrrhopterus,nan
Lycocorax obiensis,nan
Phonygammus keraudrenii,nan
Manucodia comrii,nan
Manucodia chalybatus,nan
Manucodia jobiensis,nan
Manucodia ater,nan
Pteridophora alberti,nan
Parotia carolae,nan
Parotia berlepschi,nan
Parotia sefilata,nan
Parotia wahnesi,nan
Parotia lawesii,nan
Parotia helenae,nan
Seleucidis melanoleucus,nan
Drepanornis albertisi,nan
Drepanornis bruijnii,nan
Semioptera wallacii,nan
Lophorina superba,nan
Lophorina latipennis,nan
Lophorina minor,nan
Ptiloris paradiseus,nan
Ptiloris victoriae,nan
Ptiloris magnificus,nan
Ptiloris intercedens,nan
Epimachus fastosus,nan
Epimachus meyeri,nan
Paradigalla carunculata,nan
Paradigalla brevicauda,nan
Astrapia splendidissima,nan
Astrapia nigra,nan
Astrapia rothschildi,nan
Astrapia stephaniae,nan
Astrapia mayeri,nan
Cicinnurus regius,nan
Diphyllodes respublica,nan
Diphyllodes magnificus,nan
Paradisornis rudolphi,nan
Paradisaea guilielmi,nan
Paradisaea rubra,nan
Paradisaea decora,nan
Paradisaea minor,nan
Paradisaea raggiana,nan
Paradisaea apoda,nan
Ifrita kowaldi,nan
Trochocercus nitens,nan
Trochocercus cyanomelas,nan
Hypothymis helenae,nan
Hypothymis azurea,nan
Hypothymis puella,nan
Hypothymis coelestis,nan
Terpsiphone cyanescens,nan
Terpsiphone cinnamomea,nan
Terpsiphone atrocaudata,nan
Terpsiphone incei,nan
Terpsiphone affinis,nan
Terpsiphone floris,nan
Terpsiphone bourbonnensis,nan
Terpsiphone paradisi,nan
Terpsiphone atrochalybeia,nan
Terpsiphone corvina,nan
Terpsiphone mutata,nan
Terpsiphone rufiventer,nan
Terpsiphone bedfordi,nan
Terpsiphone rufocinerea,nan
Terpsiphone batesi,nan
Terpsiphone viridis,nan
Chasiempis sandwichensis,nan
Chasiempis sclateri,nan
Chasiempis ibidis,nan
Pomarea nigra,nan
Pomarea maupitiensis,nan
Pomarea dimidiata,nan
Pomarea fluxa,nan
Pomarea nukuhivae,nan
Pomarea iphis,nan
Pomarea mira,nan
Pomarea mendozae,nan
Pomarea whitneyi,nan
Mayrornis versicolor,nan
Mayrornis lessoni,nan
Mayrornis schistaceus,nan
Neolalage banksiana,nan
Clytorhynchus pachycephaloides,nan
Clytorhynchus hamlini,nan
Clytorhynchus vitiensis,nan
Clytorhynchus nigrogularis,nan
Clytorhynchus sanctaecrucis,nan
Carterornis pileatus,nan
Carterornis castus,nan
Carterornis leucotis,nan
Carterornis chrysomela,nan
Metabolus rugensis,nan
Monarcha godeffroyi,nan
Monarcha takatsukasae,nan
Monarcha cinerascens,nan
Monarcha richardsii,nan
Monarcha castaneiventris,nan
Monarcha melanopsis,nan
Monarcha frater,nan
Symposiachrus axillaris,nan
Symposiachrus rubiensis,nan
Symposiachrus sacerdotum,nan
Symposiachrus boanensis,nan
Symposiachrus bimaculatus,nan
Symposiachrus trivirgatus,nan
Symposiachrus melanopterus,nan
Symposiachrus leucurus,nan
Symposiachrus everetti,nan
Symposiachrus loricatus,nan
Symposiachrus julianae,nan
Symposiachrus brehmii,nan
Symposiachrus manadensis,nan
Symposiachrus infelix,nan
Symposiachrus menckei,nan
Symposiachrus verticalis,nan
Symposiachrus barbatus,nan
Symposiachrus malaitae,nan
Symposiachrus browni,nan
Symposiachrus nigrotectus,nan
Symposiachrus mundus,nan
Symposiachrus vidua,nan
Symposiachrus guttula,nan
Arses telescopthalmus,nan
Arses lorealis,nan
Arses insularis,nan
Arses kaupi,nan
Grallina cyanoleuca,nan
Grallina bruijnii,nan
Myiagra erythrops,nan
Myiagra freycineti,nan
Myiagra pluto,nan
Myiagra oceanica,nan
Myiagra atra,nan
Myiagra galeata,nan
Myiagra rubecula,nan
Myiagra ferrocyanea,nan
Myiagra cervinicauda,nan
Myiagra caledonica,nan
Myiagra vanikorensis,nan
Myiagra albiventris,nan
Myiagra azureocapilla,nan
Myiagra castaneigularis,nan
Myiagra ruficollis,nan
Myiagra cyanoleuca,nan
Myiagra inquieta,nan
Myiagra nana,nan
Myiagra alecto,nan
Myiagra hebetior,nan
Myiagra eichhorni,nan
Corcorax melanorhamphos,nan
Struthidea cinerea,nan
Melampitta lugubris,nan
Megalampitta gigantea,nan
Platylophus galericulatus,nan
Corvinella corvina,nan
Urolestes melanoleucus,nan
Lanius tigrinus,nan
Lanius bucephalus,nan
Lanius collurio,nan
Lanius phoenicuroides,nan
Lanius isabellinus,nan
Lanius cristatus,nan
Lanius collurioides,nan
Lanius gubernator,nan
Lanius vittatus,nan
Lanius schach,nan
Lanius tephronotus,nan
Lanius validirostris,nan
Lanius ludovicianus,nan
Lanius borealis,nan
Lanius meridionalis,nan
Lanius excubitor,nan
Lanius minor,nan
Lanius sphenocercus,nan
Lanius giganteus,nan
Lanius excubitoroides,nan
Lanius cabanisi,nan
Lanius dorsalis,nan
Lanius somalicus,nan
Lanius mackinnoni,nan
Lanius humeralis,nan
Lanius collaris,nan
Lanius souzae,nan
Lanius newtoni,nan
Lanius nubicus,nan
Lanius senator,nan
Eurocephalus ruppelli,nan
Eurocephalus anguitimens,nan
Platysmurus leucopterus,nan
Platysmurus aterrimus,nan
Perisoreus infaustus,nan
Perisoreus internigrans,nan
Perisoreus canadensis,nan
Cyanolyca mirabilis,nan
Cyanolyca nanus,nan
Cyanolyca pumilo,nan
Cyanolyca argentigula,nan
Cyanolyca cucullata,nan
Cyanolyca pulchra,nan
Cyanolyca armillata,nan
Cyanolyca turcosa,nan
Cyanolyca viridicyanus,nan
Cyanocorax colliei,nan
Cyanocorax formosus,nan
Cyanocorax morio,nan
Cyanocorax caeruleus,nan
Cyanocorax violaceus,nan
Cyanocorax cyanomelas,nan
Cyanocorax cristatellus,nan
Cyanocorax yncas,nan
Cyanocorax mystacalis,nan
Cyanocorax melanocyaneus,nan
Cyanocorax yucatanicus,nan
Cyanocorax beecheii,nan
Cyanocorax sanblasianus,nan
Cyanocorax dickeyi,nan
Cyanocorax affinis,nan
Cyanocorax heilprini,nan
Cyanocorax cayanus,nan
Cyanocorax chrysops,nan
Cyanocorax cyanopogon,nan
Gymnorhinus cyanocephalus,nan
Cyanocitta stelleri,shaaaaack (drawn-out; grating)<br/>shook-shook-shook-shook-shook 
Cyanocitta cristata,fee-der-de-lurp<br/>jay-jay-jay<br/>queedle-queedle-queedle-
Aphelocoma coerulescens,nan
Aphelocoma insularis,nan
Aphelocoma californica,nan
Aphelocoma woodhouseii,nan
Aphelocoma wollweberi,nan
Aphelocoma ultramarina,nan
Aphelocoma unicolor,nan
Garrulus glandarius,nan
Garrulus lanceolatus,nan
Garrulus lidthi,nan
Cyanopica cooki,nan
Cyanopica cyanus,nan
Urocissa ornata,nan
Urocissa caerulea,nan
Urocissa flavirostris,nan
Urocissa erythroryncha,nan
Urocissa whiteheadi,nan
Cissa chinensis,nan
Cissa hypoleuca,nan
Cissa thalassina,nan
Cissa jefferyi,nan
Dendrocitta vagabunda,nan
Dendrocitta formosae,nan
Dendrocitta occipitalis,nan
Dendrocitta cinerascens,nan
Dendrocitta leucogastra,nan
Dendrocitta frontalis,nan
Dendrocitta bayleii,nan
Crypsirina temia,nan
Crypsirina cucullata,nan
Temnurus temnurus,nan
Pica mauritanica,nan
Pica asirensis,nan
Pica bottanensis,nan
Pica serica,nan
Pica pica,nan
Pica hudsonia,maaagh?!<br/>wenk-wenk or wenk-wenk-wenk
Pica nuttalli,nan
Zavattariornis stresemanni,nan
Podoces hendersoni,nan
Podoces biddulphi,nan
Podoces panderi,nan
Podoces pleskei,nan
Nucifraga columbiana,kraa-a-a-a (long; drawn-out); <br/>or kra-kra-kra-kra
Nucifraga caryocatactes,nan
Nucifraga hemispila,nan
Nucifraga multipunctata,nan
Pyrrhocorax pyrrhocorax,nan
Pyrrhocorax graculus,nan
Ptilostomus afer,nan
Coloeus monedula,nan
Coloeus dauuricus,nan
Corvus splendens,nan
Corvus moneduloides,nan
Corvus unicolor,nan
Corvus enca,nan
Corvus sierramadrensis,nan
Corvus samarensis,nan
Corvus celebensis,nan
Corvus pusillus,nan
Corvus violaceus,nan
Corvus typicus,nan
Corvus florensis,nan
Corvus kubaryi,nan
Corvus validus,nan
Corvus woodfordi,nan
Corvus meeki,nan
Corvus fuscicapillus,nan
Corvus tristis,nan
Corvus capensis,nan
Corvus frugilegus,nan
Corvus brachyrhynchos,caw-caw-caw-caw-koodle-yah; koodle-yah (trilly voice)
Corvus minutus,nan
Corvus palmarum,nan
Corvus nasicus,nan
Corvus leucognaphalus,nan
Corvus jamaicensis,nan
Corvus imparatus,nan
Corvus sinaloae,nan
Corvus ossifragus,eh-eh; eh-eh (two-noted phrases)
Corvus hawaiiensis,nan
Corvus cryptoleucus,nan
Corvus corone,nan
Corvus cornix,nan
Corvus macrorhynchos,nan
Corvus philippinus,nan
Corvus orru,nan
Corvus insularis,nan
Corvus bennetti,nan
Corvus coronoides,nan
Corvus mellori,nan
Corvus tasmanicus,nan
Corvus torquatus,nan
Corvus albus,nan
Corvus ruficollis,nan
Corvus edithae,nan
Corvus rhipidurus,nan
